last_name,first_name,birth,death,function,languages,raw_entry,author_id
Jaudas' Society Orchestra,,,,performer,en,Jaudas' Society Orchestra [Performer],3982
Jacobs-Bond,Carrie,1862,1946,composer,en,"Jacobs-Bond, Carrie, 1862-1946 [Composer]",3983
Broadway Dance Orchestra,,,,author,en,Broadway Dance Orchestra,3984
Friml,Rudolf,1879,1972,composer,en,"Friml, Rudolf, 1879-1972 [Composer]",3985
Stamper,Dave,1883,1963,composer,en,"Stamper, Dave, 1883-1963 [Composer]",3986
Jellicoe,John Rushworth,1859,1935,author,en,"Jellicoe, John Rushworth, 1859-1935",3987
Merrill,Frank T.,1848,1923,illustrator,en,"Merrill, Frank T., 1848-1923 [Illustrator]",3988
Tilley,"Herbert C., Jr.",,,performer,en,"Tilley, Herbert C., Jr. [Performer]",3989
Snyder,Ted,1881,1965,composer,en,"Snyder, Ted, 1881-1965 [Composer]",3990
Smith,Harry Bache,1860,1936,contributor,en,"Smith, Harry B. (Harry Bache), 1860-1936 [Contributor]",3991
Wheeler,Francis,,,contributor,en,"Wheeler, Francis [Contributor]",3992
National Promenade Band,,,,performer,en,National Promenade Band [Performer],3993
Wadsworth,Frank W.,,,performer,en,"Wadsworth, Frank W. [Performer]",3994
Baines,William,1899,1922,composer,en,"Baines, William, 1899-1922 [Composer]",3995
Spencer,"Elizabeth, -1935",,,performer,en,"Spencer, Elizabeth, -1935 [Performer]",3996
Frankenstein,A. F.,1873,1934,composer,en,"Frankenstein, A. F., 1873-1934 [Composer]",3997
Silverwood,F. B.,1863,1924,contributor,en,"Silverwood, F. B., 1863-1924 [Contributor]",3998
National Promenade Band,,,,author,en,National Promenade Band,3999
Ancliffe,Charles,1880,1952,composer,en,"Ancliffe, Charles, 1880-1952 [Composer]",4000
Rice,"Gladys, soprano",,,performer,en,"Rice, Gladys, soprano [Performer]",4001
Fisher,Fred,1875,1942,composer,en,"Fisher, Fred, 1875-1942 [Composer]",4002
Clarke,Grant,1891,1931,contributor,en,"Clarke, Grant, 1891-1931 [Contributor]",4003
Lewes,George Henry,1817,1878,author,en,"Lewes, George Henry, 1817-1878",4004
Green,George Hamilton,1893,1970,performer,en,"Green, George Hamilton, 1893-1970 [Performer]",4005
Kreisler,Fritz,1875,1962,composer,en,"Kreisler, Fritz, 1875-1962 [Composer]",4006
Gale,Zona,1874,1938,author,en,"Gale, Zona, 1874-1938",4007
Francklin,Thomas,1721,1784,translator,en,"Francklin, Thomas, 1721-1784 [Translator]",4008
Hughes,Louis,1832,1913,author,en,"Hughes, Louis, 1832-1913",4009
Perry,Nora,1831,1896,author,en,"Perry, Nora, 1831-1896",4010
Parker,Charlotte Tiffany,,,illustrator,en,"Parker, Charlotte Tiffany [Illustrator]",4011
Herrman,Karl Stephen,,,author,en,"Herrman, Karl Stephen",4012
Frederick,Edmund,1870,1949,illustrator,en,"Frederick, Edmund, 1870-1949 [Illustrator]",4013
Lansing,Robert,1864,1928,author,en,"Lansing, Robert, 1864-1928",4014
Grinnell,George Bird,1849,1938,editor,en,"Grinnell, George Bird, 1849-1938 [Editor]",4015
Brown,William Wells,1814,1884,compiler,en,"Brown, William Wells, 1814?-1884 [Compiler]",4016
Greene,Homer,1853,1940,author,en,"Greene, Homer, 1853-1940",4017
De La Pasture,"Henry, Mrs.",1866,1945,author,en,"De La Pasture, Henry, Mrs., 1866-1945",4018
Blaisdell,Albert Franklin,1847,1927,author,en,"Blaisdell, Albert F. (Albert Franklin), 1847-1927",4019
Turnbull,"Lawrence, Mrs., -1927",,,author,en,"Turnbull, Lawrence, Mrs., -1927",4020
Gregory,Augustus Charles,1819,1905,author,en,"Gregory, Augustus Charles, 1819-1905",4021
Gregory,Francis Thomas,1821,1888,author,en,"Gregory, Francis Thomas, 1821-1888",4022
Eliot,Ethel Cook,1890,1972,author,en,"Eliot, Ethel Cook, 1890-1972",4023
Brooke,Leonard Leslie,1862,1940,author,en,"Brooke, L. Leslie (Leonard Leslie), 1862-1940",4024
Mee,Arthur,1875,1943,editor,en,"Mee, Arthur, 1875-1943 [Editor]",4025
Hammerton,John Alexander,1871,1949,editor,en,"Hammerton, J. A. (John Alexander), 1871-1949 [Editor]",4026
Wace,,1100,1175,author,en,"Wace, 1100?-1175?",4027
Mason,Eugene,,,translator,en,"Mason, Eugene [Translator]",4028
White,William Patterson,1884,,author,en,"White, William Patterson, 1884-",4029
Copplestone,Bennet,1867,1932,author,en,"Copplestone, Bennet, 1867-1932",4030
Freeman,Richard Austin,1862,1943,author,en,"Freeman, R. Austin (Richard Austin), 1862-1943",4031
Atticus,,1836,1912,author,en,"Atticus, 1836?-1912",4032
Canth,Minna,1844,1897,author,fi,"Canth, Minna, 1844-1897",4033
Smith,Charles Alphonso,1864,1924,editor,en,"Smith, C. Alphonso (Charles Alphonso), 1864-1924 [Editor]",4034
Root,Elihu,1845,1937,author,en,"Root, Elihu, 1845-1937",4035
Collins,John Churton,1848,1908,"author of introduction, etc.",en,"Collins, John Churton, 1848-1908 [Author of introduction, etc.]",4036
Seccombe,Thomas,1866,1923,editor,en,"Seccombe, Thomas, 1866-1923 [Editor]",4037
Powers,Leland Todd,1857,1920,author,en,"Powers, Leland Todd, 1857-1920",4038
Paterson,Andrew Barton,1864,1941,compiler,en,"Paterson, A. B. (Andrew Barton), 1864-1941 [Compiler]",4039
Green,Alice Stopford,1848,1929,author,en,"Green, Alice Stopford, 1848-1929",4040
Trask,Katrina,1853,1922,author,en,"Trask, Katrina, 1853-1922",4041
Steffe,William,1830,1890,composer,en,"Steffe, William, 1830?-1890 [Composer]",4042
Howe,Julia Ward,1819,1910,contributor,en,"Howe, Julia Ward, 1819-1910 [Contributor]",4043
De Marchi,Emilio,1851,1901,author,it,"De Marchi, Emilio, 1851-1901",4044
Valle-Inclán,Ramón del,1866,1936,author,es,"Valle-Inclán, Ramón del, 1866-1936",4045
McGaffey,Kenneth,,,author,en,"McGaffey, Kenneth",4046
Dell,Ethel May,1881,1939,author,en,"Dell, Ethel M. (Ethel May), 1881-1939",4047
Bridges,Victor,1878,1972,author,en,"Bridges, Victor, 1878-1972",4048
Couperus-Baud,Elizabeth,1867,1960,translator,nl,"Couperus-Baud, Elizabeth, 1867-1960 [Translator]",4049
Smith,R. Cadwallader,,,author,en,"Smith, R. Cadwallader",4050
Cotter,Frank J.,1878,1948,author,en,"Cotter, Frank J., 1878-1948",4051
Adams,Ezra Eastman,1813,1871,author,en,"Adams, E. E. (Ezra Eastman), 1813-1871",4052
W. M.,,,,author,en,W. M.,4053
Calkin,John Baptiste,1827,1905,composer,en,"Calkin, John Baptiste, 1827-1905 [Composer]",4054
Longfellow,Henry Wadsworth,1807,1882,contributor,en,"Longfellow, Henry Wadsworth, 1807-1882 [Contributor]",4055
Pierpont,James,1822,1893,author,en,"Pierpont, James, 1822-1893",4056
Birmingham,George A.,1865,1950,author,en,"Birmingham, George A., 1865-1950",4057
Hamlin,"G., Miss",,,author,en,"Hamlin, G., Miss",4058
Stevenson,Augusta,1869,1976,author,en,"Stevenson, Augusta, 1869-1976",4059
Clough,Ethlyn T.,1858,1936,editor,en,"Clough, Ethlyn T., 1858-1936 [Editor]",4060
Soissons,Count de,1860,,translator,en,"Soissons, Count de, 1860- [Translator]",4061
Hastings,Howard Livingston,1887,1955,illustrator,en,"Hastings, Howard L. (Howard Livingston), 1887-1955 [Illustrator]",4062
Tyndale,William,1494,1536,translator,en,"Tyndale, William, 1494?-1536 [Translator]",4063
Yonge,Charles Duke,1812,1891,author,en,"Yonge, Charles Duke, 1812-1891",4064
Langworthy,John Luther,,,author,en,"Langworthy, John Luther",4065
Reynolds,Francis Joseph,1867,1937,compiler,en,"Reynolds, Francis J. (Francis Joseph), 1867-1937 [Compiler]",4066
Aicard,Jean,1848,1921,contributor,en,"Aicard, Jean, 1848-1921 [Contributor]",4067
Balzac,Honoré de,1799,1850,contributor,en,"Balzac, Honoré de, 1799-1850 [Contributor]",4068
Bazin,René,1853,1932,contributor,en,"Bazin, René, 1853-1932 [Contributor]",4069
Chenevière,Adolphe,1855,1917,contributor,en,"Chenevière, Adolphe, 1855-1917 [Contributor]",4070
Coppée,François,1842,1908,contributor,en,"Coppée, François, 1842-1908 [Contributor]",4071
Daudet,Alphonse,1840,1897,contributor,en,"Daudet, Alphonse, 1840-1897 [Contributor]",4072
Dumas,Alexandre,1802,1870,contributor,en,"Dumas, Alexandre, 1802-1870 [Contributor]",4073
Erckmann-Chatrian,,,,contributor,en,Erckmann-Chatrian [Contributor],4074
Halévy,Ludovic,1834,1908,contributor,en,"Halévy, Ludovic, 1834-1908 [Contributor]",4075
Hugo,Victor,1802,1885,contributor,en,"Hugo, Victor, 1802-1885 [Contributor]",4076
Kock,Paul de,1793,1871,contributor,en,"Kock, Paul de, 1793-1871 [Contributor]",4077
Le Sage,Alain René,1668,1747,contributor,en,"Le Sage, Alain René, 1668-1747 [Contributor]",4078
Maupassant,Guy de,1850,1893,contributor,en,"Maupassant, Guy de, 1850-1893 [Contributor]",4079
Mendès,Catulle,1841,1909,contributor,en,"Mendès, Catulle, 1841-1909 [Contributor]",4080
Mérimée,Prosper,1803,1870,contributor,en,"Mérimée, Prosper, 1803-1870 [Contributor]",4081
Murger,Henri,1822,1861,contributor,en,"Murger, Henri, 1822-1861 [Contributor]",4082
Musset,Alfred de,1810,1857,contributor,en,"Musset, Alfred de, 1810-1857 [Contributor]",4083
Prévost,Marcel,1862,1941,contributor,en,"Prévost, Marcel, 1862-1941 [Contributor]",4084
Robert,Clémence,1797,1872,contributor,en,"Robert, Clémence, 1797-1872 [Contributor]",4085
Vidocq,Eugène François,1775,1857,contributor,en,"Vidocq, Eugène François, 1775-1857 [Contributor]",4086
Voltaire,,1694,1778,contributor,en,"Voltaire, 1694-1778 [Contributor]",4087
Zola,Émile,1840,1902,contributor,en,"Zola, Émile, 1840-1902 [Contributor]",4088
Barnum,Vance,,,author,en,"Barnum, Vance",4089
Bradley,Alice,1875,1946,author,en,"Bradley, Alice, 1875-1946",4090
Grattan,Thomas Colley,1792,1864,author,en,"Grattan, Thomas Colley, 1792-1864",4091
Hawthorne,Julian,1846,1934,contributor,en,"Hawthorne, Julian, 1846-1934 [Contributor]",4092
Boothby,Guy,1867,1905,author,en,"Boothby, Guy, 1867-1905",4093
Somerville,William,1675,1742,author,en,"Somerville, William, 1675-1742",4094
International Committee of the Red Cross,,,,author,en,International Committee of the Red Cross,4095
Melville,Lewis,1874,1932,author,en,"Melville, Lewis, 1874-1932",4096
Montagu,"Mary Wortley, Lady",1689,1762,author,en,"Montagu, Mary Wortley, Lady, 1689-1762",4097
Trumbull,Henry Clay,1830,1903,author,en,"Trumbull, H. Clay (Henry Clay), 1830-1903",4098
Knowles,Frederic Lawrence,1869,1905,compiler,en,"Knowles, Frederic Lawrence, 1869-1905 [Compiler]",4099
Cibber,Theophilus,1703,1758,author,en,"Cibber, Theophilus, 1703-1758",4100
Snell,Roy Judson,1878,1959,author,en,"Snell, Roy J. (Roy Judson), 1878-1959",4101
Kerr,Robert,1755,1813,author,en,"Kerr, Robert, 1755-1813",4102
Child,Francis James,1825,1896,editor,en,"Child, Francis James, 1825-1896 [Editor]",4103
Beynon,"William George Laurence, Sir",1866,1955,author,en,"Beynon, William George Laurence, Sir, 1866-1955",4104
Carlowitz,"Aloïse Christine, baronne de",1797,1863,translator,fr,"Carlowitz, Aloïse Christine, baronne de, 1797-1863 [Translator]",4105
MacDonald,George,1824,1905,editor,en,"MacDonald, George, 1824-1905 [Editor]",4106
Wright,Blanche Fisher,,,illustrator,en,"Wright, Blanche Fisher [Illustrator]",4107
Smith,Arthur Cosslett,1852,1926,author,en,"Smith, Arthur Cosslett, 1852-1926",4108
Elgin,"James Bruce, Earl of",1811,1863,author,en,"Elgin, James Bruce, Earl of, 1811-1863",4109
Henderson,"Hubert Douglas, Sir",1890,1952,author,en,"Henderson, Hubert Douglas, Sir, 1890-1952",4110
Keynes,John Maynard,1883,1946,"author of introduction, etc.",en,"Keynes, John Maynard, 1883-1946 [Author of introduction, etc.]",4111
Benwell,John,,,author,en,"Benwell, John",4112
Beaumont,Francis,1584,1616,author,en,"Beaumont, Francis, 1584-1616",4113
Glover,Arnold,1865,1905,editor,en,"Glover, Arnold, 1865-1905 [Editor]",4114
Mayhew,Anthony Lawson,1842,1916,author,en,"Mayhew, A. L. (Anthony Lawson), 1842-1916",4115
Skeat,Walter William,1835,1912,author,en,"Skeat, Walter W. (Walter William), 1835-1912",4116
Keeling,Anne E.,,,author,en,"Keeling, Anne E.",4117
Wilkinson,Spenser,1853,1937,author,en,"Wilkinson, Spenser, 1853-1937",4118
Havergal,Frances Ridley,1836,1879,author,en,"Havergal, Frances Ridley, 1836-1879",4119
Daniel,Florence,,,author,en,"Daniel, Florence",4120
Caldecott,Randolph,1846,1886,author,en,"Caldecott, Randolph, 1846-1886",4121
Hunt,Leigh,1784,1859,author,en,"Hunt, Leigh, 1784-1859",4122
Ariosto,Lodovico,1474,1533,contributor,en,"Ariosto, Lodovico, 1474-1533 [Contributor]",4123
Boiardo,Matteo Maria,1441,1494,contributor,en,"Boiardo, Matteo Maria, 1441?-1494 [Contributor]",4124
Tasso,Torquato,1544,1595,contributor,en,"Tasso, Torquato, 1544-1595 [Contributor]",4125
Polo,Marco,1254,1324,author,en,"Polo, Marco, 1254-1324",4126
Rusticiano,da Pisa,,,author,en,"Rusticiano, da Pisa",4127
Cordier,Henri,1849,1925,editor,en,"Cordier, Henri, 1849-1925 [Editor]",4128
Yule,"Henry, Sir",1820,1889,translator,en,"Yule, Henry, Sir, 1820-1889 [Translator]",4129
Gasparin,"Agénor, comte de",1810,1871,author,en,"Gasparin, Agénor, comte de, 1810-1871",4130
Booth,Mary Louise,1831,1889,translator,en,"Booth, Mary L. (Mary Louise), 1831-1889 [Translator]",4131
Heffner,George H.,,,author,en,"Heffner, George H.",4132
Kleiser,Grenville,1868,1953,compiler,en,"Kleiser, Grenville, 1868-1953 [Compiler]",4133
Cram,Ralph Adams,1863,1942,author,en,"Cram, Ralph Adams, 1863-1942",4134
Clark,Badger,1883,1957,contributor,en,"Clark, Badger, 1883-1957 [Contributor]",4135
Airy,George Biddell,1801,1892,author,en,"Airy, George Biddell, 1801-1892",4136
Airy,Wilfrid,1836,1925,editor,en,"Airy, Wilfrid, 1836-1925 [Editor]",4137
De Quincey,Thomas,1785,1859,"author of introduction, etc.",en,"De Quincey, Thomas, 1785-1859 [Author of introduction, etc.]",4138
McDevitte,William Alexander,,,translator,en,"McDevitte, W. A. (William Alexander) [Translator]",4139
Cary,Henry Francis,1772,1844,author,en,"Cary, Henry Francis, 1772-1844",4140
Multatuli,,1820,1887,author,nl,"Multatuli, 1820-1887",4141
Lenclos,Ninon de,1620,1705,author,en,"Lenclos, Ninon de, 1620-1705",4142
Overton,William Hassell,1868,,translator,en,"Overton, William Hassell, 1868- [Translator]",4143
Robinson,Charles Henry,1841,,translator,en,"Robinson, Charles Henry, 1841- [Translator]",4144
Wren,Percival Christopher,1885,1941,author,en,"Wren, Percival Christopher, 1885-1941",4145
Seton-Watson,Robert William,1879,1951,author,en,"Seton-Watson, R. W. (Robert William), 1879-1951",4146
Greenwood,Arthur,1880,1954,author,en,"Greenwood, Arthur, 1880-1954",4147
Wilson,John Dover,1881,1969,author,en,"Wilson, John Dover, 1881-1969",4148
Zimmern,Alfred,1879,1957,author,en,"Zimmern, Alfred, 1879-1957",4149
Jacobus,"de Cessolis, active",1288,1322,author,en,"Jacobus, de Cessolis, active 1288-1322",4150
Caxton,William,1422,1492,author,en,"Caxton, William, 1422?-1492?",4151
Axon,William Edward Armytage,1846,1913,editor,en,"Axon, William E. A. (William Edward Armytage), 1846-1913 [Editor]",4152
Kitson,Harry Dexter,1886,1959,author,en,"Kitson, Harry Dexter, 1886-1959",4153
Gardiner,Alfred George,1865,1946,author,en,"Gardiner, A. G. (Alfred George), 1865-1946",4154
Harris,Thaddeus Mason,1768,1842,author,en,"Harris, Thaddeus Mason, 1768-1842",4155
Loudun,Eugène,1818,1898,author,fr,"Loudun, Eugène, 1818-1898",4156
Reid,Mayne,1818,1883,author,fr,"Reid, Mayne, 1818-1883",4157
Bureau,Allyre,1810,1859,translator,fr,"Bureau, Allyre, 1810-1859 [Translator]",4158
Wilberforce,William,1759,1833,author,fr,"Wilberforce, William, 1759-1833",4159
Jacob,P. L.,1806,1884,author,fr,"Jacob, P. L., 1806-1884",4160
Bang,Herman,1857,1912,author,da,"Bang, Herman, 1857-1912",4161
Cerf,Barry,1881,1948,editor,fr,"Cerf, Barry, 1881-1948 [Editor]",4162
Kossuth,Lajos,1802,1894,author,en,"Kossuth, Lajos, 1802-1894",4163
Newman,Francis William,1805,1897,editor,en,"Newman, Francis William, 1805-1897 [Editor]",4164
Ellenborough,"Edward Law, Earl of",1790,1871,author,en,"Ellenborough, Edward Law, Earl of, 1790-1871",4165
Colchester,"Reginald Charles Edward Abbot, 3d Baron",1842,1919,editor,en,"Colchester, Reginald Charles Edward Abbot, 3d Baron, 1842-1919 [Editor]",4166
Bridge,"Cyprian, Sir",1839,1924,author,en,"Bridge, Cyprian, Sir, 1839-1924",4167
Laffon de Ladébat,André-Daniel,1746,1829,author,fr,"Laffon de Ladébat, André-Daniel, 1746-1829",4168
Lingard,John,1771,1851,author,en,"Lingard, John, 1771-1851",4169
Dickson,William Purdie,1823,1901,translator,en,"Dickson, William P. (William Purdie), 1823-1901 [Translator]",4170
Campbell,Blendon,1872,1969,illustrator,en,"Campbell, Blendon, 1872-1969 [Illustrator]",4171
Hobson,John Atkinson,1858,1940,author,en,"Hobson, J. A. (John Atkinson), 1858-1940",4172
Bullitt,William Christian,1891,1967,author,en,"Bullitt, William C. (William Christian), 1891-1967",4173
Schopenhauer,Arthur,1788,1860,author,en,"Schopenhauer, Arthur, 1788-1860",4174
Saunders,Thomas Bailey,1860,1928,translator,en,"Saunders, T. Bailey (Thomas Bailey), 1860-1928 [Translator]",4175
Abercrombie,Lascelles,1881,1938,author,en,"Abercrombie, Lascelles, 1881-1938",4176
Pindar,519? BCE-439? BCE,,,author,en,"Pindar, 519? BCE-439? BCE",4177
Noyes,George Rapall,1873,1952,editor,en,"Noyes, George Rapall, 1873-1952 [Editor]",4178
Moore,Jane Newell,1857,1945,author,en,"Moore, Jane Newell, 1857-1945",4179
Barrett,Frank,1848,1926,author,en,"Barrett, Frank, 1848-1926",4180
McCleary,James Thompson,1853,1924,author,en,"McCleary, J. T. (James Thompson), 1853-1924",4181
Merrill,Rufus,1803,1891,author,en,"Merrill, Rufus, 1803-1891",4182
Draycott,Gladys M.,,,author,en,"Draycott, Gladys M.",4183
Spafford,Oliver,,,author,en,"Spafford, Oliver",4184
Falkner,John Meade,1858,1932,author,en,"Falkner, John Meade, 1858-1932",4185
Sheard,Virna,1865,1943,author,en,"Sheard, Virna, 1865-1943",4186
Lomax,Edward Lloyd,1852,1916,author,en,"Lomax, E. L. (Edward Lloyd), 1852-1916",4187
Stojan,Harry,,,author,bg,"Stojan, Harry",4188
Rushkoff,Douglas,1961,,author,en,"Rushkoff, Douglas, 1961-",4189
Smith,John Stafford,1750,1836,composer,en,"Smith, John Stafford, 1750-1836 [Composer]",4190
Key,Francis Scott,1779,1843,contributor,en,"Key, Francis Scott, 1779-1843 [Contributor]",4191
Torrey,Bradford,1843,1912,author,en,"Torrey, Bradford, 1843-1912",4192
Phelps,William Lyon,1865,1943,editor,en,"Phelps, William Lyon, 1865-1943 [Editor]",4193
Morris,Joseph,1889,1947,compiler,en,"Morris, Joseph, 1889-1947 [Compiler]",4194
Adams,St. Clair,1883,1967,compiler,en,"Adams, St. Clair, 1883-1967 [Compiler]",4195
Champollion,Jean-François,1790,1832,author,fr,"Champollion, Jean-François, 1790-1832",4196
Brayman,James O.,1815,1887,author,en,"Brayman, James O., 1815-1887",4197
Philp,Robert Kemp,1819,1882,author,en,"Philp, Robert Kemp, 1819-1882",4198
Maspero,Gaston,1846,1916,author,fr,"Maspero, G. (Gaston), 1846-1916",4199
Craig,Austin,1872,1949,editor,en,"Craig, Austin, 1872-1949 [Editor]",4200
Comyn,Tomás de,,,author,en,"Comyn, Tomás de",4201
Jagor,Fedor,1816,1900,author,en,"Jagor, Fedor, 1816-1900",4202
Virchow,Rudolf,1821,1902,author,en,"Virchow, Rudolf, 1821-1902",4203
Wilkes,Charles,1798,1877,author,en,"Wilkes, Charles, 1798-1877",4204
Miller,John Maurice,,,author,en,"Miller, John Maurice",4205
Bingham,Hiram,1875,1956,author,en,"Bingham, Hiram, 1875-1956",4206
Willson,Thomas Edgar,1846,1901,author,en,"Willson, Thomas Edgar, 1846-1901",4207
Achard,Amédée,1814,1875,author,fr,"Achard, Amédée, 1814-1875",4208
Le Feuvre,Amy,1861,1929,author,en,"Le Feuvre, Amy, 1861-1929",4209
Jenkins,Sara Davis,,,author,en,"Jenkins, Sara D. (Sara Davis)",4210
Litchfield,Grace Denio,1849,1944,author,en,"Litchfield, Grace Denio, 1849-1944",4211
Eastman,Mary Henderson,1818,1887,author,en,"Eastman, Mary H. (Mary Henderson), 1818-1887",4212
Bolles,John Rogers,1810,1895,author,en,"Bolles, John R. (John Rogers), 1810-1895",4213
Burton,Robert,1577,1640,author,en,"Burton, Robert, 1577-1640",4214
Project Gutenberg,,,,compiler,en,Project Gutenberg [Compiler],4215
Haywood,Eliza Fowler,1693,1756,author,en,"Haywood, Eliza Fowler, 1693?-1756",4216
Daggett,David,1764,1851,author,en,"Daggett, David, 1764-1851",4217
Consumers' League of New York City,,,,author,en,Consumers' League of New York City,4218
University of Oxford. Faculty of Modern History,,,,author,en,University of Oxford. Faculty of Modern History,4219
Cozzens,Samuel Woodworth,1834,1878,author,en,"Cozzens, Samuel Woodworth, 1834-1878",4220
Christian Brothers,,,,author,en,Christian Brothers,4221
Boyd,Mary Stuart,1860,1937,author,en,"Boyd, Mary Stuart, 1860-1937",4222
Boyd,Alexander Stuart,1854,1930,illustrator,en,"Boyd, A. S. (Alexander Stuart), 1854-1930 [Illustrator]",4223
Bécquer,Gustavo Adolfo,1836,1870,author,en; es,"Bécquer, Gustavo Adolfo, 1836-1870",4224
Olmsted,Everett Ward,1869,,editor,en; es,"Olmsted, Everett Ward, 1869- [Editor]",4225
Richardson,James Daniel,1843,1914,editor,en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]",4226
Crowquill,Alfred,1804,1872,author,en,"Crowquill, Alfred, 1804-1872",4227
Inglis,James,1845,1908,author,en,"Inglis, James, 1845-1908",4228
