Text#,Title,Authors,Subjects,Bookshelves
65994,Modern book illustrators and their work,"Holme, C. Geoffrey (Charles Geoffrey), 1887-1954 [Editor]; Salaman, Malcolm C. (Malcolm Charles), 1855-1940 [Contributor]; Halton, Ernest G., 1887-1954 [Editor]",Illustration of books -- Great Britain,Browsing: Art & Photography; Browsing: Culture/Civilization/Society
65995,The Mine with the Iron Door,"Wright, Harold Bell, 1872-1944",Western stories; Love stories; Adventure stories; Miners -- Fiction; Gold mines and mining -- Fiction; Arizona -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
65997,The Land of Fetish,"Ellis, A. B. (Alfred Burdon), 1852-1894","Africa, West -- Description and travel",Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
65998,The Witch's Head,"Haggard, H. Rider (Henry Rider), 1856-1925; Kerr, Charles H. M., 1858-1907 [Illustrator]",South Africa -- Fiction; England -- Fiction; Magic -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
66000,Selected Poems,"Huxley, Aldous, 1894-1963",English poetry -- 20th century,Browsing: Literature; Browsing: Poetry
66002,"An Epic of Women, and Other Poems","O'Shaughnessy, Arthur William Edgar, 1844-1881",English poetry -- 19th century,Browsing: Literature; Browsing: Poetry
66003,"The Elizabethan Stage, Vol. 1","Chambers, E. K. (Edmund Kerchever), 1866-1954","Great Britain -- History -- Elizabeth, 1558-1603; Shakespeare, William, 1564-1616 -- Stage history -- To 1625; English drama -- Early modern and Elizabethan, 1500-1600 -- History and criticism; Shakespeare, William, 1564-1616 -- Stage history -- England -- London; Theaters -- England -- London -- History -- 16th century; Shakespeare, William, 1564-1616 -- Relations with actors; Theater -- England -- London -- History -- 16th century; Acting -- History -- 16th century",Browsing: History - British; Browsing: Literature
66004,Marie Corelli: The Writer and the Woman,"Coates, Thomas F. G.; Bell, R. S. Warren (Robert Stanley Warren), 1871-1921","Authors, English -- 20th century -- Biography; Corelli, Marie, 1855-1924; Women authors -- Biography",Browsing: Biographies; Browsing: Literature
66005,Children of the Chronotron,"Byrne, S. J. (Stuart James), 1913-2011",Science fiction; Time travel -- Fiction; Adventure stories; Human-alien encounters -- Fiction; Life on other planets -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
66006,"Billy Whiskers, Jr.","Montgomery, Frances Trego, 1858-1925; Fry, W. H. [Illustrator]",Dogs -- Juvenile fiction; Animals -- Juvenile fiction; Adventure stories; Friendship -- Juvenile fiction; Indians of North America -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Goats -- Juvenile fiction; Mexico -- Juvenile fiction; West (U.S.) -- Juvenile fiction; Human-animal relationships -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
66007,"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 32, Vol. I, August 9, 1884",Various,Periodicals,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Other
66008,The Hidden Cabin: a pathetic story in condensed form,"Edwards, David W. (David William), 1849-","Stories in rhyme; Palomar, Mount (Calif.) -- Poetry",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
66009,"The Dream-God, or, A Singular Evolvement of Thought in Sleep","Cuningham, John",Dreams; Morphine,Browsing: Literature; Browsing: Psychiatry/Psychology
66010,"Anecdotes of Painters, Engravers, Sculptors and Architects, and Curiosities of Art  (Vol. 1 of 3)","Spooner, Shearjashub, 1809-1859",Art -- Anecdotes; Artists -- Anecdotes,Browsing: Art & Photography
66011,Devils Tower National Monument: A History,"Mattison, Ray H., 1903-1980",Devils Tower National Monument (Wyo.),Browsing: History - American; Browsing: History - General
66012,Identifying Hardwoods Growing on Pine Sites,"Brown, Clair A. (Clair Alan), 1903-1982; Grelen, Harold E.; Jowers, Bryan A. [Illustrator]",Hardwoods -- Southern States -- Identification,Browsing: Nature/Gardening/Animals; Browsing: Science - Earth/Agricultural/Farming; Browsing: Travel & Geography
66014,The laughter of Toffee,"Farrell, Henry, 1920-2006",Science fiction; Fantasy fiction; Subconsciousness -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
66015,History of the Forty-Eighth Regiment M. V. M. During the Civil War,"Plummer, Albert","United States -- History -- Civil War, 1861-1865 -- Regimental histories; Massachusetts -- History -- Civil War, 1861-1865 -- Regimental histories; United States. Army. Massachusetts Infantry Regiment, 48th (1862-1863)",Browsing: History - American; Browsing: History - Warfare
66016,"Observation on the Use and Abuse of Mercury, and on the Precautions Necessary in Its Employment","Philip, Alexander Philip Wilson, 1770-1847",Mercury; Mercury -- Therapeutic use; Mercury -- Toxicology,Browsing: Drugs/Alcohol/Pharmacology; Browsing: Health & Medicine
66017,"Jean Craig, Graduate Nurse","Lyttleton, Kay; Orbaan, Albert, 1913-1983 [Illustrator]",Schools -- Juvenile fiction; Humanitarianism -- Juvenile fiction; Nurses -- Juvenile fiction; Families -- Juvenile fiction; Connecticut -- Social life and customs -- Juvenile fiction; Epidemics -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Teaching & Education; Browsing: Fiction
66018,Miss Lochinvar: A Story for Girls,"Taggart, Marion Ames, 1866-1945; Jacobs, W. L. (William Leroy), 1869-1917 [Illustrator]; Jones, Bayard F. [Illustrator]",Conduct of life -- Juvenile fiction; Schools -- Juvenile fiction; New York (N.Y.) -- Juvenile fiction; Teenage girls -- Juvenile fiction; Cousins -- Juvenile fiction; Families -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
66019,A Child of the Orient,"Vaka, Demetra, 1877-1946","Women -- United States -- Biography; Immigrants -- United States -- Biography; Vaka, Demetra, 1877-1946; Greeks -- Turkey -- 19th century -- Biography; Girls -- Turkey -- 19th century -- Biography; Christians -- Turkey -- 19th century -- Biography; Turkey -- History -- Ottoman Empire, 1288-1918",Browsing: Biographies; Browsing: History - European; Browsing: History - General
66021,"Armageddon, 1970","Krepps, Robert W., 1919-1980; Terry, W. E., 1921-1992 [Illustrator]",Science fiction; Adventure stories; Human-alien encounters -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
66022,"The Astral World—Higher Occult Powers
Clairvoyance, Spiritism, Mediumship, and Spirit-Healing Fully Explained","Tiffany, Joel, 1811-1893",Spiritualism,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
66024,Bearly Reasonable,"Tuttle, W. C. (Wilbur C.), 1883-1969","Western stories; Scientists -- Fiction; Bears -- Fiction; Simpkins, Magpie (Fictitious character) -- Fiction; Harper, Ike (Fictitious character) -- Fiction",Browsing: Literature; Browsing: Fiction
66025,The Lady Poverty: A XIII. Century Allegory,"Giovanni, da Parma, 1208?-1289; Cuthbert, Father, O.S.F.C., 1866-1939 [Contributor]; Carmichael, Montgomery, 1857-1936 [Translator]","Francis, of Assisi, Saint, 1182-1226; Poverty -- Religious aspects -- Catholic Church",Browsing: History - Religious; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
66026,A Speech on the Principles of Finance,"Woodhull, Victoria C. (Victoria Claflin), 1838-1927",Money -- Miscellanea,Browsing: Economics
66027,The Woodcutter's Dog,"Nodier, Charles, 1780-1844; Fraser, Claud Lovat, 1890-1921 [Illustrator]",Dogs -- Juvenile fiction; Families -- Juvenile fiction; Wolves -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
66028,"Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 12",Various,"Göring, Hermann, 1893-1946 -- Trials, litigation, etc.; Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946; War crime trials -- Germany -- Nuremberg",Browsing: History - Warfare; Browsing: Law & Criminology
66029,Two Slatterns and a King: A Moral Interlude,"Millay, Edna St. Vincent, 1892-1950",American drama -- 20th century,Browsing: History - American; Browsing: Literature
66030,A Lad of Mettle,"Gould, Nat, 1857-1919",Australia -- Fiction; Cricket -- Fiction; Adventure stories,Browsing: Sports/Hobbies/Motoring; Browsing: Travel & Geography; Browsing: Fiction
66031,"The rise, progress, and phases of human slavery
How it came into the world and how it shall be made to go out","O'Brien, James Bronterre, 1805-1864",Slavery; Social problems; Working class; Labor; Labor movement,Browsing: Culture/Civilization/Society; Browsing: Politics; Browsing: Sociology
66032,"Report on the Migration of Birds in the Spring and Autumn of 1886. Eighth Report
(Vol. II, No. 3.)","Harvie-Brown, J. A. (John Alexander), 1844-1916; Barrington, Richard Manliffe, 1849-1915; Clarke, William Eagle, 1853-1938; Cordeaux, John, 1831-1899; More, Alexander Goodman, 1830-1895",Birds -- Migration -- Great Britain -- Periodicals; Birds -- Migration -- Ireland -- Periodicals,Browsing: Nature/Gardening/Animals; Browsing: Science - General
66033,Direct Conversion of Energy,"Corliss, William R., 1926-2011",Direct energy conversion,Browsing: Computers & Technology; Browsing: Science - General
66034,"The School-Girls in Number 40; or, Principle Put to the Test",Anonymous,Christian life -- Juvenile fiction; Girls -- Conduct of life -- Juvenile fiction; Boarding schools -- Juvenile fiction; Cousins -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
66036,The Etchings of Charles Meryon,"Méryon, Charles, 1821-1868 [Engraver]; Dodgson, Campbell, 1867-1948; Holme, C. Geoffrey (Charles Geoffrey), 1887-1954 [Editor]","Méryon, Charles, 1821-1868; Etching, French",Browsing: Art & Photography; Browsing: Culture/Civilization/Society
66038,Wee Wee Songs for Our Little Pets,"Lee, Leila, -1900",Children's poetry; Conduct of life -- Juvenile poetry; Children -- Conduct of life -- Juvenile poetry; Christian life -- Juvenile poetry,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Poetry
66039,"English Poems, Volume 01 (of 2)","Pessoa, Fernando, 1888-1935",Poetry,Browsing: Literature; Browsing: Poetry
66040,"English Poems, Volume 02 (of 2)","Pessoa, Fernando, 1888-1935",Poetry,Browsing: Literature; Browsing: Poetry
66041,The Theory of Psychoanalysis,"Jung, C. G. (Carl Gustav), 1875-1961","Psychology, Pathological; Sex; Psychoanalysis; Neuroses",Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
66042,The Weapon From Eternity,"Swain, Dwight V., 1915-1992",Science fiction; Adventure stories; Robots -- Fiction,Browsing: Science-Fiction & Fantasy; Browsing: Fiction
66044,Cinders,"Tuttle, W. C. (Wilbur C.), 1883-1969",Short stories; Western stories; Adventure stories; Man-woman relationships -- Fiction; Railroad stories; Cowboys -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
66045,Creepin' Tintypes,"Tuttle, W. C. (Wilbur C.), 1883-1969","Short stories; Western stories; Adventure stories; Motion picture industry -- Fiction; Harper, Ike (Fictitious character) -- Fiction; Piperock (Montana : Imaginary place) -- Fiction",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
66046,Søren Hjorth: Inventor of the Dynamo-electric Principle,"Smith, Sigurd, 1874-1936; Sodemann, F. [Translator]","Hjorth, Søren, 1801-1870; Electric generators",Browsing: Engineering & Construction; Browsing: History - General; Browsing: Science - General
66047,"The Continent of the Future: Africa and Its Wonderful Development
Exploration, Gold Mining, Trade, Missions and Elevation","Coppinger, William, 1828-1892",Africa -- Colonization,Browsing: Culture/Civilization/Society; Browsing: History - General
66048,The Interpretation of Dreams,"Freud, Sigmund, 1856-1939; Brill, A. A. (Abraham Arden), 1874-1948 [Translator]",Dream interpretation; Psychoanalysis,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
66049,Pictorial Beauty on the Screen,"Freeburg, Victor Oscar, 1882-1953; Ingram, Rex, 1892-1950 [Author of introduction, etc.]",Motion pictures -- Aesthetics,Browsing: Art & Photography; Browsing: Literature; Browsing: Performing Arts/Film
66050,Dirty Work for Doughgod,"Tuttle, W. C. (Wilbur C.), 1883-1969",Short stories; Western stories; Women -- Fiction; Cowboys -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
66051,The Millbank Case: A Maine Mystery of To-day,"Eldridge, George Dyre, 1848-1928; Keen, Eliot [Illustrator]",Maine -- Fiction; Detective and mystery stories,Browsing: Culture/Civilization/Society; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
66052,Florida trails as seen from Jacksonville to Key West and from November to April inclusive,"Packard, Winthrop, 1862-1943",Florida -- Description and travel; Natural history -- Florida,Browsing: History - American; Browsing: Nature/Gardening/Animals; Browsing: Travel & Geography
66054,"The Little Review, April 1915 (Vol. 2, No. 2)","Anderson, Margaret C., 1886-1973 [Editor]","Literature, Modern -- 20th century -- Periodicals",Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
66055,The Junior Trophy,"Barbour, Ralph Henry, 1870-1944; Boehm, H. Richard, 1871-1914 [Illustrator]",Teenage boys -- Juvenile fiction; Boarding schools -- Juvenile fiction; Baseball stories,Browsing: Children & Young Adult Reading; Browsing: Fiction
66056,"The Great Harry Thaw Case; Or, A Woman's Sacrifice","Atwell, Benjamin H.","Thaw, Harry Kendall, 1871-1947 -- Trials, litigation, etc.; Nesbit, Evelyn, 1884-1967; White, Stanford, 1853-1906; Trials (Murder) -- New York (State) -- New York",Browsing: Crime/Mystery; Browsing: History - American; Browsing: Law & Criminology
66057,The tale of Genji,"Murasaki Shikibu, 978?-; Waley, Arthur, 1889-1966 [Translator]",Psychological fiction; Man-woman relationships -- Fiction; Romance fiction; Japan -- Court and courtiers -- Fiction; Japanese fiction -- To 1600 -- Translations into English; Japan -- Social life and customs -- To 1600 -- Fiction; Aristocracy (Social class) -- Japan -- Fiction; Princes -- Japan -- Fiction; Hikaru Genji (Fictitious character) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
66059,Wood Wanderings,"Packard, Winthrop, 1862-1943; Copeland, Charles, 1858-1929 [Illustrator]",Natural history -- Outdoor books,Browsing: Nature/Gardening/Animals; Browsing: Science - General
66060,"The collected works of Henrik Ibsen, Vol. 01 (of 11)","Ibsen, Henrik, 1828-1906; Archer, William, 1856-1924 [Editor]","Norwegian drama -- Translations into English; Ibsen, Henrik, 1828-1906 -- Translations into English",Browsing: Literature; Browsing: Fiction
66061,The Story of Milk,"Frederiksen, Johan Ditlev, 1848-",Milk; Dairy products,Browsing: Cooking & Drinking; Browsing: Culture/Civilization/Society; Browsing: Science - Earth/Agricultural/Farming
66062,"The Cruise of the Training Ship; Or, Clif Faraday's Pluck","Sinclair, Upton, 1878-1968",Conduct of life -- Juvenile fiction; Adventure stories; Friendship -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Sailors -- Juvenile fiction; Cruelty -- Juvenile fiction; Students -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Courage -- Juvenile fiction; Hazing -- Juvenile fiction; United States Naval Academy -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
66063,"The Open Polar Sea
A narrative of a voyage of discovery towards the North pole, in the schooner ""United States""","Hayes, I. I. (Isaac Israel), 1832-1881",Arctic regions; United States (Schooner),Browsing: History - General; Browsing: Travel & Geography
66064,"The Border Riflemen; or, The Forest Fiend. A Romance of the Black-Hawk Uprising","Aiken, Albert W., 1846-1894","Dime novels; Black Hawk War, 1832 -- Fiction",Browsing: History - American; Browsing: Literature; Browsing: Fiction
66065,Doily Bouquet,American Thread Company,Crocheting -- Patterns; Doilies,Browsing: Cooking & Drinking; Browsing: Other
