Topics,Subjects_Count
"Myers, Ned, approximately 1793-1849",1
Armed Forces -- Fiction,1
Fortification -- Juvenile fiction,1
Jews -- Spain,1
"United States. Army. Wisconsin Infantry Regiment, 24th (1862-1865)",1
"Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918",1
Czechoslovakia -- History,1
Storytelling -- Juvenile poetry,1
Women heads of state,1
Church of Scotland -- Doctrines,1
"Missouri -- History -- Civil War, 1861-1865 -- Personal narratives",1
"Saint Francois County (Mo.) -- History, Military -- 19th century",1
Saint Francois County (Mo.) -- Biography,1
Sinai (Egypt) -- History,1
"Marne, 2nd Battle of the, France, 1918",1
Czech fiction -- Translations into Finnish,1
Scientific recreations -- Juvenile literature,1
Sleds -- Juvenile fiction,1
"Confederate States of America. Army. Texas Cavalry Regiment, 3rd",1
"Mendelssohn-Bartholdy, Felix, 1809-1847 -- Correspondence",1
Composers -- Germany -- Correspondence,1
"Norway -- History -- Scottish Expedition, 1612",1
Australia -- History -- 1788-1900 -- Fiction,1
"Young, Lot D., 1842-",1
"United States -- History -- Civil War, 1861-1865 -- Regimental histories -- Kentucky",1
Great Britain -- Kings and rulers -- Poetry,1
Venom -- Physiological effect,1
"Melville, Herman, 1819-1891",1
"Philip II, King of France, 1165-1223 -- Fiction",1
Minneapolis (Minn.) -- Fiction,1
"Chiang, Kai-shek, 1887-1975",1
ALGOL (Computer program language),1
Armed Forces -- Prayers and devotions,1
Consolation -- Juvenile fiction,1
Cattle trade -- Illinois -- History,1
"Great Britain. Army. Light Dragoons, 3rd",1
"United States. Army. Massachusetts Infantry Regiment, 36th (1862-1865)",1
"Chandler, Zachariah, 1813-1879",1
Poor -- Medical care,1
Eccentrics and eccentricities -- England,1
"Roslin-Kalliola, Matilda, 1837-1923",1
"Rand, Silas Tertius, 1810-1889",1
Elections,1
"Laudatory poetry, Latin",1
Architecture -- Exhibitions,1
Landscape architecture -- Exhibitions,1
"World War, 1914-1918 -- Czech Republic -- Bohemia",1
Italian language -- Grammar,1
Italian language -- Textbooks for foreign speakers -- English,1
Beef cattle -- Illinois -- History,1
"Canada -- History -- Fenian invasions, 1866-1870 -- Fiction",1
"Napoleon I, emperor of the French, 1769-1821 -- Childhood and youth",1
Vosges Mountains (France) -- Description and travel,1
"Alighieri, Dante, 1265-1321 -- Fiction",1
"Louis XIV, King of France, 1638-1715 -- Fiction",1
"Lawrence, D. H. (David Herbert), 1885-1930 -- Travel -- Italy, Northern",1
"Italy, Northern -- Description and travel",1
"Short stories, American -- Southern States",1
Legends -- British Columbia -- Vancouver Island,1
Indians of North America -- British Columbia -- Vancouver Island -- Folklore,1
Military camps,1
Teutonic Knights -- History -- Fiction,1
"Poland -- History -- Jagellons, 1386-1572 -- Fiction",1
Great Britain -- History -- Anecdotes,1
"Ridgeway, Battle of, Ridgeway, Ont., 1866 -- Fiction",1
Fenians -- History -- Fiction,1
"Hospitals, Medieval",1
Infants -- Poetry,1
"Gowrie Conspiracy, 1600 -- Fiction",1
"United States. Army. Wisconsin Infantry Regiment, 37th (1864-1865)",1
"France -- History -- Revolution, 1789-1799 -- Prisoners and prisons",1
Punishment -- France,1
"Edison, Thomas A. (Thomas Alva), 1847-1931 -- Juvenile literature",1
"Princes, Robbery of the, Germany, 1455",1
Geology -- Texas -- Palo Duro Canyon,1
Palo Duro Canyon (Tex.),1
"Baudelaire, Charles, 1821-1867 -- Translations into English",1
Middle class -- England -- History -- 19th century -- Humor,1
England -- Social life and customs -- 19th century -- Humor,1
Social classes -- England -- Humor,1
Hospitals -- Great Britain,1
Leprosy -- England,1
Trees -- Diseases and pests -- Southern States,1
Ornamental trees -- Diseases and pests -- Southern States,1
Insect pests -- Southern States,1
Forest insects -- Southern States,1
"Sunday, Billy, 1862-1935",1
Baseball players -- United States -- Biography,1
Tungsten lamps -- Testing,1
Dakota Indians -- Religion,1
Bonesetters,1
Bones -- Surgery,1
Rubber industry and trade -- Congo (Democratic Republic),1
"Dietzgen, Joseph, 1828-1888 -- Criticism and interpretation",1
Fire fighters,1
London (England) -- Fires and fire prevention,1
Precious metals -- Europe,1
Bimetallism,1
"Cushing, Alonzo H., 1841-1863",1
"Cushing, William Barker, 1842-1874",1
Cushing family,1
Brighton (England) -- History,1
Acids,1
Salts,1
"Königgrätz, Battle of, Sadová, Czech Republic, 1866",1
Congo (Democratic Republic) -- Politics and government -- 1885-1908,1
American fiction -- Southern States,1
Sulfonefluorescein,1
"Spinoza, Benedictus de, 1632-1677",1
De tribus impostoribus,1
Marriage -- Religious aspects -- Mormon Church,1
Polygamy -- Religious aspects -- Mormon Church,1
Genius and mental illness,1
"Cushing, Howard Bass, -1871",1
New York (State),1
"Olav I Trygveson, King of Norway, 968-1000 -- Juvenile fiction",1
Artists -- Baltic States -- Dictionaries,1
"Mancini, Maria, 1639-1715",1
Medical jurisprudence -- Great Britain,1
California -- History -- 1850-1950 -- Juvenile fiction,1
San Francisco (Calif.) -- History -- 19th century -- Juvenile fiction,1
Voyages to the Pacific coast -- Juvenile fiction,1
Folly -- Religious aspects -- Christianity,1
Prostitution -- California,1
Judas Iscariot -- Poetry,1
Conduct of life -- Religious aspects,1
Methodist Church -- Juvenile literature,1
North-west Frontier Province (Pakistan) -- History,1
United States Brewers' Association,1
Farm life -- Kentucky -- Juvenile fiction,1
"Volland, Sophie, 1716-1784 -- Correspondence",1
Eccentrics and eccentricities,1
Great Britain -- History -- 18th century -- Biography,1
Missions -- Korea,1
Coloring books -- Specimens,1
Color in art -- Juvenile literature,1
Nursery rhymes -- Illustrations,1
"Art, Asian",1
Dakota art,1
Dakota mythology,1
New Hampshire -- Juvenile fiction,1
"Chantal, Jeanne-Françoise de, Saint, 1572-1641 -- Correspondence",1
Czech language -- Grammar,1
Gentry -- England -- Somerset -- Drama,1
Canadian-American Border Region -- Juvenile fiction,1
"Diderot, Denis, 1713-1784 -- Correspondence",1
"Morrison, Donald, 1858-1894 -- Fiction",1
De tribus impostoribus -- Bibliography,1
Tuatha de Danaan,1
"Fleet, River (England)",1
"Fleet Prison (London, England)",1
Choctaw Indians -- Missions,1
Cherokee Indians -- Missions,1
Confederate States of America -- Biography,1
"Georgia -- History -- Civil War, 1861-1865 -- Fiction",1
"Lieven, Dorothea, Princess, 1785-1857",1
"New England -- History -- Colonial period, ca. 1600-1775 -- Anecdotes",1
Repression (Psychology) -- Fiction,1
"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.) -- New York (State)",1
Freemasonry,1
Cleveland (Ohio) -- Biography,1
Cleveland (Ohio) -- History,1
Carpenters -- Juvenile fiction,1
Passover,1
Fasts and feasts -- Judaism,1
Bible. Exodus -- History of Biblical events -- Poetry,1
"United States. Army. Massachusetts Infantry Regiment, 29th (1861-1865)",1
Theater -- Italy,1
Discipline of children -- Juvenile fiction,1
Nobility -- Juvenile fiction,1
Diamond mines and mining -- Brazil,1
Brazil -- Economic conditions -- 19th century,1
"Fiéschi, Gian Luigi, conte di Lavagna, 1522-1547",1
Juvenal -- Translations into English,1
Asia -- Guidebooks,1
"Château de Vaux-le-Vicomte (Maincy, France)",1
Mural painting and decoration -- United States,1
"Epic poetry, English (Old) -- Translations into Dutch",1
Criticism -- Early works to 1800,1
"Mary I, Queen of England, 1516-1558 -- Drama",1
Ombre (Game) -- Early works to 1800,1
Games -- England -- Early works to 1800,1
Japanese poetry -- Translations into German,1
Indian literature,1
Villages -- England,1
Rings -- Fiction,1
Birds of paradise (Birds) -- Juvenile literature,1
Finnish fiction -- Collections,1
China -- Intellectual Life,1
Natural history -- Louisiana -- Early works to 1800,1
Indians of North America -- Mississippi River Valley -- Early works to 1800,1
Louisiana -- Description and travel -- Early works to 1800,1
"Thomas, à Becket, Saint, 1118?-1170 -- Drama",1
Slavery and the church -- Presbyterian Church,1
Indians of North America -- Yukon,1
Alaska -- Antiquities,1
Groceries,1
Color in gardening,1
Gardens -- Design,1
Sociology -- Fiction,1
Stone implements,1
Philanthropists,1
Geneva (Switzerland) -- History,1
"Epic poetry, English (Old) -- Adaptations",1
Imprisonment -- Fiction,1
"Napoleon I, Emperor of the French, 1769-1821 -- Knowledge -- Military art and science",1
"Napoleon I, Emperor of the French, 1769-1821 -- Quotations",1
"Military art and science -- Quotations, maxims, etc.",1
Indians of North America -- Alaska,1
Eskimos -- Anthropometry,1
Incas -- Drama,1
Lozère (France : Dept.) -- Description and travel,1
"Tacitus, Cornelius. Annales",1
Literary forgeries and mystifications -- History -- To 1500,1
"Rome -- History -- Julio-Claudians, 30 B.C.-68 A.D. -- Historiography",1
Actors -- France -- Biography,1
Women college students -- Great Britain,1
"Education, Higher -- Great Britain",1
Sports for children -- Juvenile poetry,1
Amusements -- Juvenile poetry,1
"Mammals -- Southwest, New",1
Newark (N.J.) -- History,1
Canoes and canoeing -- North America,1
Skin boats -- North America,1
Australians -- Europe -- Fiction,1
Ollantay (Play),1
"Thibaut, Anton Friedrich Justus, 1772-1840",1
"Savigny, Friedrich Karl von, 1779-1861",1
Law -- Germany -- Codification,1
Law reform -- Germany,1
Prizes (Property captured at sea),1
Prize law,1
Capture at sea,1
Games -- Juvenile poetry,1
Great Britain. Parliament -- History -- To 1500,1
Great Britain -- History -- 13th century -- Sources,1
"Great Britain -- History -- Angevin period, 1154-1216 -- Sources",1
West (U.S.) -- In art,1
Kemalism,1
"Worth, Patience (Spirit)",1
"Curran, Pearl Lenore Pollard, 1883-1937",1
Spirits -- Biography,1
Foster parents -- Juvenile fiction,1
Frontier and pioneer life -- Colorado -- Pikes Peak Region,1
Silver mines and mining -- Colorado,1
Women pioneers -- Colorado -- Pikes Peak Region -- Biography,1
Leadville (Colo.) -- Social life and customs,1
"Tabor, Augusta, 1833-1895",1
Universität Basel,1
Allegheny Mountains,1
"Poe, Edgar Allan, 1809-1849 -- Translations into German",1
Pearls -- Juvenile fiction,1
Lynching -- Fiction,1
Kingdom of God -- Biblical teaching,1
"World War, 1914-1918 -- Campaigns -- North Sea -- Juvenile fiction",1
Connecticut -- Intellectual life,1
Bibliography of bibliographies,1
"Pontmartin, Armand, comte de, 1811-1890",1
"Telegraph, Wireless -- History",1
"Telegraph, Wireless -- Canada -- History",1
"Edward I, King of England, 1239-1307",1
Vaults (Architecture),1
Great Britain -- Civilization -- 17th century -- Literary collections,1
Business libraries,1
"Horror tales, American -- Translations into German",1
"Fantasy poetry, American -- Translations into German",1
Lighting,1
"Bible. Colossians -- Criticism, interpretation, etc.",1
"Bible. Philemon -- Criticism, interpretation, etc.",1
"Frederick I, King of Bohemia, 1596-1632 -- Fiction",1
"Palatinate (Germany) -- History -- Frederick V, 1610-1623 -- Fiction",1
Trade routes,1
Hay -- Harvesting -- Juvenile fiction,1
Telegraph -- Canada -- History,1
"Wye, River (Wales and England) -- Poetry",1
"Wales, South -- Poetry",1
Men -- Russia -- Fiction,1
Russia -- Social life and customs -- 20th century -- Fiction,1
"Peire Raimon, of Toulouse, approximately 1180-approximately 1225",1
Provençal poetry -- Translations into French,1
Tales -- Korea,1
French language -- Dialects -- France -- Bray (Region),1
"Zenobia, Queen of Palmyra -- Fiction",1
Literacy,1
"Holy Roman Empire -- History -- Rudolf II, 1576-1612 -- Drama",1
"Holy Roman Empire -- History -- Matthias, 1612-1619 -- Drama",1
Latin language -- Readers -- Mythology,1
"Alfonso VIII, King of Castile, 1155-1214 -- Drama",1
Jews -- Spain -- Castile -- Drama,1
"Ottokar II, King of Bohemia, 1230?-1278 -- Drama",1
Acupuncture,1
Glaciers -- Canadian Rockies (B.C. and Alta.),1
Glaciers -- Selkirk Range,1
Glaciers -- Alberta,1
Glaciers -- British Columbia,1
Canadian Rockies (B.C. and Alta.) -- Description and travel,1
Selkirk Range -- Description and travel,1
Statistical mechanics,1
Dwellings -- Japan,1
Sufficient reason,1
"Solferino, Battle of, Solferino, Italy, 1859",1
Human beings -- Origin -- Fiction,1
Danville Prison,1
Crime -- France -- Paris,1
"Algebra, Universal",1
Walking -- Juvenile fction,1
Automobiles -- Poetry,1
Prisons -- Germany -- History,1
Prisons -- Austria -- History,1
National parks and reserves -- Arizona,1
"Trees, Fossil -- Arizona",1
Chinese American children,1
Chinese American children -- California -- San Francisco,1
Venom,1
Crime -- France -- History,1
Criminals -- France -- History,1
"Campanini, Barberina, 1721-1799 -- Fiction",1
"Motorcycles, Military -- United States",1
"Harley-Davidson motorcycle -- Maintenance and repair -- Handbooks, manuals, etc.",1
"Dalton, John Call, 1825-1889",1
Physiologists -- United States -- Biography,1
"Port Royal (S.C.) Expedition, 1861",1
Ireland -- History -- 1760-1820,1
Apparitions -- Early works to 1800,1
Folklore -- Cuba,1
Nakimu Caves (B.C.),1
Barometers -- Early works to 1800,1
Atmospheric pressure -- Italy -- Modena -- Early works to 1800,1
Geology -- Utah -- Canyonlands National Park -- Guidebooks,1
Canyonlands National Park (Utah) -- Guidebooks,1
French language -- Dialects -- France -- Bray (Region) -- Dictionaries,1
Bible. New Testament -- Fiction,1
"World War, 1914-1918 -- Songs and music",1
Bagpipe -- Scotland,1
Bagpipers -- Scotland,1
"Johnson, Samuel, 1709-1784 -- Humor",1
Brittany (France) -- Guidebooks,1
Secret service -- Ireland,1
Great Britain. Army -- Registers,1
Alternative medicine,1
"Day, Daniel, 1683-1767",1
Fairlop Fair,1
English language -- 19th century -- Synonyms and antonyms,1
"Girardin, Emile de, Mme, 1804-1855",1
Railroad trains -- Dispatching,1
"Turun linna (Turku, Finland)",1
Latin literature -- Translations into Finnish,1
Clothing and dress -- Greece,1
Animals -- Arctic regions,1
Popular science library,1
Dartmoor (England),1
Trials (Poisoning) -- England -- London,1
Poisoning -- England -- Rugeley,1
Polygamy -- Religious aspects,1
Arches National Park (Utah),1
"Monks, William, 1830-1913",1
Guerrillas -- Ozark Mountains -- Biography,1
"Arkansas -- History -- Civil War, 1861-1865",1
Missouri -- History -- 19th century,1
Arkansas -- History -- 19th century,1
"Paddington (London, England)",1
Greek literature -- Translations into Finnish,1
Poisonous snakes,1
"Sarti, Lorenzo, 1774 or 1775-",1
"Lodge, Raymond, 1889-1915 (Spirit)",1
"Book of Mormon stories, English",1
"Smith, Mary Fielding, 1801-1852",1
"Chittenden, Mary Dunster, 1818-",1
Chautauquas,1
Geology -- Utah -- Arches National Park -- Guidebooks,1
"Lightfoot, Joseph Barber, 1828-1889",1
"Stuart, John McDouall, 1815-1866",1
Buddhism -- Poetry,1
Small houses -- United States -- Designs and plans -- Catalogs,1
"Names, Personal -- Fiction",1
"Names, Geographical -- New York (State)",1
New York State Historical Association -- Periodicals,1
New York (State) -- History -- Periodicals,1
Troglodytes,1
Brewing -- Early works to 1800,1
Malt liquors -- Early works to 1800,1
Beer -- Great Britain,1
Beer -- Early works to 1800,1
Missionaries -- Scotland -- Biography,1
"Ignatius, Saint, Bishop of Antioch, -approximately 110. Correspondence. Polyglot",1
"Ignatius, Saint, Bishop of Antioch, -approximately 110 -- Authorship",1
"France -- History -- Occupation and evacuation, 1871-1873",1
Passamaquoddy language -- Texts,1
Southern States -- Politics and government -- 1865-1950,1
"Antirent War, N.Y., 1839-1846 -- Fiction",1
"King Philip's War, 1675-1676 -- Fiction",1
Prussia (Germany) -- History -- 1640-1740 -- Fiction,1
Cliff-dwellings -- Europe,1
Cave dwellings -- Europe,1
Castles -- Finland -- Turku,1
Europe -- Intellectual life,1
"Tipu Sultan, Fath 'Ali, Nawab of Mysore, 1753-1799",1
"Haidar Ali, Nawab of Mysore, approximately 1722-1782",1
"Wilson, John, 1800-1849",1
"Hoffman, Wickham, 1821-1900",1
"Southwest, Old -- History -- Civil War, 1861-1865",1
"France -- History -- Second Empire, 1852-1870",1
Languedoc (France) -- Description and travel,1
"Mirabeau, Victor de Riquetti, marquis de, 1715-1789",1
"Vergniaud, Pierre-Victurnien, 1753-1793",1
Orators -- France -- 18th century -- Biography,1
"West, Benjamin, 1738-1820",1
"Fournier, Claude, 1745-1825",1
"O'Malley, Grace, 1530?-1603? -- Fiction",1
Ireland -- History -- 1558-1603 -- Fiction,1
Historic buildings -- Scotland -- Stirling (Stirling),1
Land tenure -- Scotland -- Highlands -- History -- 19th century,1
Crofters -- Scotland -- Highlands,1
"Crofters -- Scotland -- Skye, Island of",1
"Land tenure -- Scotland -- Skye, Island of -- History -- 19th century",1
Eviction -- Scotland -- Highlands -- History -- 19th century,1
"Eviction -- Scotland -- Skye, Island of -- History -- 19th century",1
"Arnold, Elizabeth Ward, 1778-1865",1
Political ballads and songs -- United States -- Texts,1
"Midhat Paşa, 1822-1884",1
Statesmen -- Turkey -- Biography,1
Turkey -- History -- 19th century,1
Animal industry -- United States,1
Packing-house products,1
"United States. Army. Massachusetts Infantry Regiment, 39th (1862-1865)",1
"Stirling Castle (Stirling, Scotland)",1
Islam -- Fiction,1
"Dialogues, Greek -- Translations into Latin",1
"Watercolor painting, German",1
"Landscape painting, German",1
Baking powder -- Juvenile literature,1
Advertising -- Baking powder,1
"Lincoln, Abraham, 1809-1865 -- Songs and music -- Texts",1
"Campaign songs, 1860 -- Republican -- Texts",1
Hermits,1
Fasts and feasts -- Poetry,1
Calendar -- Poetry,1
Normans -- Juvenile fiction,1
"Great Britain -- History -- Norman period, 1066-1154 -- Juvenile fiction",1
"Hugo, Victor, 1802-1885 -- Translations into English",1
"Thaxter, Celia, 1835-1894",1
"Tennyson, Emily Sellwood Tennyson, Baroness, 1813-1896",1
Prison riots -- Fiction,1
City managers -- Fiction,1
"Jeanne, of Constantinople, approximately 1200-1244",1
Australian essays,1
Church of the East -- Missions,1
Dancing mice,1
Australia -- Social conditions -- Juvenile fiction,1
Luddites -- Juvenile fiction,1
Tokens -- Great Britain,1
Numismatics -- Great Britain,1
"Coins, British",1
Germany. Kriegsmarine -- Fiction,1
Fishers -- Germany -- Fiction,1
Dogs -- Humor,1
Canada -- Juvenile literature,1
"Fables, Latin -- Translations into Finnish",1
"Kellogg, Elijah, 1813-1901",1
Congregational churches -- Clergy -- Biography,1
Social movements -- Finland -- History -- 20th century,1
Obstetrics -- Bibliography,1
Gynecology -- Bibliography,1
Medical laws and legislation,1
Railroads -- Valuation,1
"Ibrahim Pasa, 1493?-1536",1
Transvaal (South Africa) -- History -- To 1880,1
KwaZulu-Natal (South Africa) -- History -- 1843-1893,1
Arapaho Indians -- Juvenile fiction,1
Indians of North America -- Colorado -- Juvenile fiction,1
"Leonowens, Anna Harriette, 1831-1915 -- Homes and haunts -- Thailand",1
"Mongkut, King of Siam, 1804-1868",1
British -- Thailand -- History -- 19th century,1
Governesses -- Thailand -- Biography,1
"Woffington, Margaret, -1760 -- Drama",1
Polish fiction -- Translations into German,1
New England -- Religious life and customs,1
"Kielland, Alexander Lange, 1849-1906 -- Translations into English",1
United States. Social Security Act,1
Social security -- United States,1
"Cetewayo, King of Zululand, approximately 1826-1884",1
"Zululand (South Africa) -- History -- Civil War, 1879-1884",1
Shipbuilding -- Great Britain -- History,1
"Great Britain -- History, Naval -- Sources",1
"Gutenberg, Johann, 1397?-1468",1
"Paderewski, Ignace Jan, 1860-1941",1
"Spencer, George, 1799-1864",1
Passionists,1
"Great Britain. Army. Royal Irish Dragoon Guards, 4th",1
"Kanpur (India) -- History -- Siege, 1857",1
Turkey -- History -- 1878-1909,1
"Canning, Elizabeth, 1734-1773 -- Trials, litigation, etc.",1
"Fielding, Henry, 1707-1754. Clear state of the case of Elizabeth Canning",1
Trials (Perjury) -- England,1
"Metropolitan Museum of Art (New York, N.Y.)",1
Housing and health,1
"Sorel, Agnès, approximately 1422-1450 -- Fiction",1
Great Britain. Royal Navy -- History -- Sources,1
Unitarianism -- United States,1
"Emerson, Ralph Waldo, 1803-1882 -- Homes and haunts -- Massachusetts -- Concord",1
"Wasson, David Atwood, 1823-1887",1
"Phillips, Wendell, 1811-1884",1
Concord (Mass.),1
Isles of Shoals (Me. and N.H.),1
Concord (Mass.) -- Intellectual life -- 19th century,1
"Women -- History -- Modern period, 1600-",1
"World War, 1914-1918 -- Medical care -- Scotland",1
"Davies, W. H. (William Henry), 1871-1940",1
Tramps -- Biography,1
Intellectuals -- United States -- Biography,1
Birds -- Scotland -- Shetland,1
Swedish language -- Readers,1
"Cook, John R., 1844-1917",1
"Pioneers -- Southwest, New -- Biography",1
"Art, Finnish -- History",1
"Education, Secondary",1
Women physicians -- Scotland -- Biography,1
Suffragists -- Scotland -- Biography,1
"World War, 1914-1918 -- Women -- Biography",1
"World War, 1914-1918 -- Women -- Scotland",1
Scottish Women's Hospitals (Organization),1
"World War, 1914-1918 -- Medical care -- Russia",1
"Columbus, Christopher, 1451-1506 -- Poetry",1
America -- History -- Poetry,1
Great Britain. Army. Prince of Wales's Own Civil Service Rifles -- History,1
"German literature -- Old High German, 750-1050",1
"German literature -- Middle High German, 1050-1500",1
Edible mushrooms -- North America,1
"Mushrooms, Poisonous -- North America",1
Fungi -- North America,1
Leather bindings (Bookbinding) -- Conservation and restoration,1
Bookbinding -- Conservation and restoration,1
Bookbinding -- Materials,1
"Bookbinding -- Repairing -- Handbooks, manuals, etc.",1
"World War, 1914-1918 -- Regimental histories -- Scotland",1
Great Britain. Army -- Scottish regiments,1
Tarahumara Indians,1
Sonora (Mexico : State) -- Description and travel,1
Mills and mill-work -- Equipment and supplies -- Catalogs,1
"Molière, 1622-1673 -- Criticism and interpretation",1
Finns -- United States -- Drama,1
"Massachusetts Artillery. 1st Regiment, 1861-1905",1
"Isidore, of Seville, Saint, -636",1
Académie des sciences (France),1
Aging,1
Older people -- Social conditions,1
Self-control,1
"Stålhammar, Per, approximately 1612-1701 -- Fiction",1
United States -- Politics and government -- 20th century -- Drama,1
Golem -- Fiction,1
"Järnefelt, Arvid, 1861-1932 -- Travel -- Russia",1
"Nordyke, Marmon & Company -- Catalogs",1
Flour industry -- Equipment and supplies -- Catalogs,1
Milling machinery -- Catalogs,1
"Biographical fiction, American",1
Civil society -- History,1
"Moore, John, Sir 1761-1809 -- Juvenile fiction",1
"La Coruña, Battle of, La Coruña, Spain, 1809 -- Juvenile fiction",1
Pioneers -- Kansas -- Biography,1
"American bison hunting -- Southwest, New -- History -- 19th century",1
Williams College -- Poetry,1
Pennsylvania Dutch -- Poetry,1
"Faughnan, Thomas, active 1835-1883",1
"Shakespeare, William, 1564-1616 -- Homes and haunts -- England -- Warwickshire",1
"Shakespeare, William, 1564-1616 -- Homes and haunts -- England -- Stratford-upon-Avon",1
"Boufflers, Stanislas-Jean de, 1738-1815",1
English language -- Dictionaries -- Swedish,1
Swedish language -- Dictionaries -- English,1
"Swedish language -- Glossaries, vocabularies, etc.",1
Virtual reality -- Fiction,1
"Swinburne, Algernon Charles, 1837-1909 -- Friends and associates",1
"Wilde, Oscar, 1854-1900 -- Friends and associates",1
"Stone, S. J. (Samuel John), 1839-1900",1
"Phillips, Stephen, 1864-1915",1
Journalists -- Correspondence,1
"Tennyson, Alfred Tennyson, Baron, 1809-1892. Princess",1
Catholic Church -- Controversial literature -- History and criticism,1
Literature -- Study and teaching -- Ontario,1
Agricultural laborers -- Galicia (Poland and Ukraine),1
Land tenure -- Galicia (Poland and Ukraine),1
"Great Britain -- History -- Early Stuarts, 1603-1649 -- Sources",1
"Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Sources",1
Haunted houses -- England,1
Ghosts -- England,1
Haunted houses -- Wales,1
Ghosts -- Wales,1
Cybernetics -- Fiction,1
"Guiney, Louise Imogen, 1861-1920",1
Military airships -- United States,1
"United States. Army. Indiana Infantry Regiment, 25th (1861-1865)",1
"United States. Army. Indiana Infantry Regiment, 65th (1862-1865)",1
"United States. Army. Indiana Infantry Regiment, 136th (1864)",1
"War poetry, Canadian (English)",1
"Osborne, Edward, 1530?-1591 -- Fiction",1
Bible. New Testament -- History,1
Mohawk language -- Texts,1
Onondaga language -- Texts,1
"Pausanias, of Sparta, active 479 B.C.-470 B.C. -- Fiction",1
Electric batteries,1
Barns,1
Natural Bridges National Monument (Utah) -- Guidebooks,1
"World War, 1914-1918 -- Law and legislation -- Germany",1
Hormones,1
"Hamerton, Philip Gilbert, 1834-1894",1
Knights of the Golden Circle,1
"Northwestern Conspiracy, 1864",1
"Amiel, Henri Frédéric, 1821-1881 -- Diaries",1
"Authors, Swiss -- 19th century -- Diairies",1
Guyenne (France),1
Mishnah. Avot -- Commentaries,1
Furniture -- England -- History -- 17th century,1
"Decoration and ornament, Jacobean",1
Furniture -- England -- Styles,1
"Traherne, Patrick, 1885-1917",1
"Chiniquy, Charles Paschal Telesphore, 1809-1899",1
Catholic Church -- United States -- Clergy -- Biography,1
Catholic ex-priests -- United States -- Biography,1
Protestant converts -- United States -- Biography,1
Chinese language -- To 600,1
"Encyclopedias and dictionaries, Chinese",1
Folklore -- Sri Lanka,1
"Bontempelli, Massimo, 1878-1960",1
"World War, 1914-1918 -- Campaigns -- Italy",1
"World War, 1914-1918 -- Journalists -- Biography",1
War correspondents -- Italy -- Biography,1
Soldiers -- Italy -- Biography,1
Birds -- England -- Suffolk,1
Thanksgiving Day,1
Autumn,1
"Names, Personal -- England -- London",1
"Names, English -- England -- London",1
Kansas Territory. Constitutional Convention (1859),1
Kansas -- Politics and government -- 1854-1861,1
Mediums -- Practice,1
Quilting -- Juvenile fiction,1
Mexicans -- United States -- Social conditions -- Juvenile fiction,1
Rhine River -- Juvenile fiction,1
Skid row -- Fiction,1
Christmas cards,1
"Bible. Isaiah, XXVIII-XXXIII -- Criticism, interpretation, etc.",1
Wake services -- Russia -- Fiction,1
"Patten, David W., 1799-1838",1
Queens -- Romania -- Biography,1
Yosemite National Park (Calif.) -- Guidebooks,1
Cities and towns -- Colorado,1
Extinct cities -- Colorado,1
Humanities,1
"Fables, French -- Translations into Esperanto",1
"Students -- Societies, etc. -- Juvenile fiction",1
Money-making projects for children -- Juvenile fiction,1
Lowestoft (England),1
Lothingland (England),1
Queens -- Biography -- Juvenile literature,1
Mosques,1
Ukheidar,1
"Tipu Sultan, Fath 'Ali, Nawab of Mysore, 1753-1799 -- Fiction",1
"Dissenters, Religious -- England -- East Anglia",1
Beccles (England) -- Independent church,1
"Montmorency, Anne de, active 1666-1699",1
Christian women saints -- Biography,1
"Lessing, Gotthold Ephraim, 1729-1781",1
Rome -- Colonies,1
"Argonne, Battle of the, France, 1918 -- Juvenile fiction",1
"Great Britain. Army. Royal Regiment of Artillery. Divisional Artillery, 33rd",1
Freed persons -- Fiction,1
"Illustration of books -- Handbooks, manuals, etc.",1
Farmers -- Germany -- Fiction,1
"Coleridge, Samuel Taylor, 1772-1834 -- Interviews",1
"Poets, English -- 19th century -- Interviews",1
Critics -- Great Britain -- Interviews,1
Poetry -- Authorship,1
"Frances, of Rome, Saint, 1384-1440",1
"Lucia, da Narni, 1476-1544",1
"Dominica da Paradiso, -1553",1
"World War, 1914-1918 -- Territorial questions -- Turkey",1
English language -- Terms and phrases -- Early works to 1800,1
English language -- Provincialisms -- Early works to 1800,1
"Wales, North",1
Rome -- Army,1
Northamptonshire (England) -- Intellectual life -- 19th century,1
Northamptonshire (England) -- Biography,1
Family farms -- Germany -- Fiction,1
"Moscheles, Ignaz, 1794-1870",1
"Moscheles, Charlotte, 1805-1889",1
"Jones, E. H. (Elias Henry), 1883-1942",1
"Hill, C. W. (Cedric Waters), 1891-1975",1
Cabinet officers -- Great Britain -- Biography,1
Diarists -- Great Britain -- Biography,1
Great Britain -- Social life and customs -- 17th century,1
Treaty of Sèvres (1920),1
Signs and signboards -- England -- Essex,1
Hotels -- England -- Essex,1
Essex (England) -- Social life and customs,1
American literature -- Catholic authors -- History and criticism,1
Judgment Day,1
"Emmet, Robert, 1778-1803",1
"Browere, John Henri Isaac, 1792-1834",1
United States -- Biography -- Portraits,1
Spiritualists -- United States -- Biography,1
"Theology -- History -- Middle Ages, 600-1500",1
