Text#,Title,Language,Authors,Subjects,Bookshelves
14908,Recollections of Bytown and Its Old Inhabitants,en,"Lett, William Pittman, 1819-1892",Ottawa (Ont.) -- History -- Poetry,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Poetry
14909,"Elsie's New Relations
What They Did and How They Fared at Ion; A Sequel to Grandmother Elsie",en,"Finley, Martha, 1828-1909","Christian life -- Juvenile fiction; Domestic fiction; Religious fiction; Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
14910,Elsie at the World's Fair,en,"Finley, Martha, 1828-1909","Christian life -- Juvenile fiction; Family -- Juvenile fiction; Dinsmore, Elsie (Fictitious character) -- Juvenile fiction; World's Columbian Exposition (1893 : Chicago, Ill.) -- Juvenile fiction",Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
14911,Bruges-la-morte,fr,"Rodenbach, Georges, 1855-1898",Widowers -- Fiction; Bruges (Belgium) -- Fiction,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14912,Lénore et autres ballades,fr,"Bürger, Gottfried August, 1747-1794","Ballads, German -- Translations into French",FR Nouvelles; Browsing: Literature; Browsing: Poetry
14913,Réflexions ou sentences et maximes morales,fr,"La Rochefoucauld, François duc de, 1613-1680",Maxims,FR Littérature; Browsing: Literature; Browsing: Philosophy & Ethics
14914,"Narrative of Services in the Liberation of Chili, Peru and Brazil,
from Spanish and Portuguese Domination, Volume 1",en,"Dundonald, Thomas Cochrane, Earl of, 1775-1860","Chile -- History -- War of Independence, 1810-1824; Peru -- History -- War of Independence, 1820-1829; Brazil -- History -- Empire, 1822-1889",Browsing: History - American; Browsing: History - Warfare
14915,Das Nibelungenlied,de,Unknown,"Epic poetry, German",DE Lyrik; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
14916,Fairy Tales Every Child Should Know,en,"Mabie, Hamilton Wright, 1846-1916 [Editor]",Fairy tales,"Children's Anthologies; Children's Myths, Fairy Tales, etc.; Browsing: Children & Young Adult Reading; Browsing: Literature"
14917,The Wings of the Morning,en,"Tracy, Louis, 1863-1928",Islands -- Fiction; Love stories; Shipwrecks -- Fiction; Mines and mineral resources -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14918,Souvenirs de la maison des morts,fr,"Dostoyevsky, Fyodor, 1821-1881",Exiles -- Russia (Federation) -- Siberia -- Fiction,FR Littérature; Browsing: History - General; Browsing: Literature; Browsing: Fiction
14919,"Punch, or the London Charivari, Volume 103, July 30, 1892",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour
14920,"Punch, or the London Charivari, Volume 1, July 24, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14921,"Punch, or the London Charivari. Volume 1, July 31, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour
14922,"Punch, or the London Charivari, Volume 1, August 7, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Humour
14923,"Punch, or the London Charivari, Volume 1, August 14, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14924,"Punch, or the London Charivari, Volume 1, August 21, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14925,"Punch, or the London Charivari, Volume 1, August 28, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour
14926,"Punch, or the London Charivari, Volume 1, September 5, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Journalism/Media/Writing
14927,"Punch, or the London Charivari, Volume 1, September 12, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour
14928,"Punch, or the London Charivari, Volume 1, September 18, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14929,"Punch, or the London Charivari, Volume 1, September 25, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14930,"Punch, or the London Charivari, Volume 1, October 2, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14931,"Punch, or the London Charivari, Volume 1, October 9, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14932,"Punch, or the London Charivari, Volume 1, October 16, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14933,"Punch, or the London Charivari, Volume 1, October 23, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14934,"Punch, or the London Charivari, Volume 1, October 30, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Humour
14935,"Punch, or the London Charivari, Volume 1, November 6, 1841,",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14936,"Punch, or the London Charivari, Volume 1, November 13, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14937,"Punch, or the London Charivari, Volume 1, November 20, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14938,"Punch, or the London Charivari, Volume 1, November 27, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14939,"Punch, or the London Charivari, Volume 1, December 4, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Art & Photography; Browsing: Humour
14940,"Punch, or the London Charivari, Volume 1, December 11, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Culture/Civilization/Society; Browsing: Humour
14941,"Punch, or the London Charivari, Volume 1, December 18, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14942,"Punch, or the London Charivari, Volume 1, December 25, 1841",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour
14943,An American Idyll: The Life of Carleton H. Parker,en,"Parker, Cornelia Stratton, 1885-1972","Parker, Carleton H. (Carleton Hubbell), 1879-1918","Bestsellers, American, 1895-1923; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American"
14944,La Barraca,es,"Blasco Ibáñez, Vicente, 1867-1928",Valencia (Spain : Province) -- Fiction; Tenant farmers -- Fiction; Absentee landlordism -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14945,Cato Maior de Senectute with Introduction and Notes,en; la,"Cicero, Marcus Tullius, 107 BCE-44 BCE; Reid, James S. (James Smith), 1846-1926 [Annotator]; Kelsey, Francis W. (Francis Willey), 1858-1927 [Editor]",Old age -- Early works to 1800,Classical Antiquity; Browsing: History - Ancient; Browsing: Literature; Browsing: Old Age & the Elderly
14946,The Blossoming Rod,en,"Cutting, Mary Stewart, 1851-1924",Christmas stories,Christmas; Browsing: Literature; Browsing: Fiction
14947,"The Works of John Dryden, now first collected in eighteen volumes. Volume 16",en,"Dryden, John, 1631-1700; Scott, Walter, 1771-1832 [Editor]",English literature,Browsing: Literature
14948,"The Girl at the Halfway House
A Story of the Plains",en,"Hough, Emerson, 1857-1923","Historical fiction, American; Great Plains -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
14949,Elämän hawainnoita 08: Rauta=waimoja; Sokea; Kuihtunut wesa,fi,"Päivärinta, Pietari, 1827-1913",Finnish fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14950,Kirottua työtä: Kuvaus Savon kansan elämästä,fi,"Kauppis-Heikki, 1862-1920",Finnish fiction -- 19th century,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14951,A Wanderer in Holland,en,"Lucas, E. V. (Edward Verrall), 1868-1938; Marshall, Herbert, R. W. S., 1841-1913 [Illustrator]","Netherlands -- Description and travel; Art, Dutch",Browsing: Art & Photography; Browsing: History - European; Browsing: Travel & Geography
14952,Selections from Wordsworth and Tennyson,en,"Wordsworth, William, 1770-1850; Tennyson, Alfred Tennyson, Baron, 1809-1892; Edgar, Pelham, 1871-1948 [Editor]",English poetry -- 19th century,Browsing: Literature; Browsing: Poetry
14953,Oklahoma and Other Poems,en,"Miller, Freeman Edwin, 1864-1951",Oklahoma -- Poetry,Browsing: Literature; Browsing: Poetry
14954,The Cid,en,"Corneille, Pierre, 1606-1684; Mongan, Roscoe [Translator]","Cid, approximately 1043-1099 -- Drama",Browsing: Literature
14955,"The kings and queens of England, with other poems",en,"Bigelow, Mary Ann H. T. (Mary Ann Hubbard Townsend), 1792-1870",American poetry,Browsing: Literature; Browsing: Poetry
14956,Nuori mylläri: 4-näytöksinen huvinäytelmä,fi,"Lassila, Maiju, 1868-1918",Finnish drama -- 20th century,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Performing Arts/Film
14957,The Brimming Cup,en,"Fisher, Dorothy Canfield, 1879-1958",Married women -- Fiction; Man-woman relationships -- Fiction; Vermont -- Fiction,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
14958,Mother West Wind 'Why' Stories,en,"Burgess, Thornton W. (Thornton Waldo), 1874-1965; Cady, Harrison, 1877-1970 [Illustrator]","Animals -- Juvenile fiction; Children's stories, American",Children's Literature; Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Literature
14959,The Hymns of Prudentius,en; la,"Prudentius, 348-; Pope, R. Martin (Robert Martin), 1865-1944 [Translator]","Prudentius, 348- -- Translations into English; Christian poetry, Latin -- Translations into English; Hymns, Latin -- Translations into English",Christianity; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal
14960,The silent places,en,"White, Stewart Edward, 1873-1946; Goodwin, Philip R., 1881-1935 [Illustrator]",Indians of North America -- Fiction; Great Lakes Region (North America) -- Fiction; Outdoorsmen -- Fiction; Tracking and trailing -- Fiction; Frontier and pioneer life -- Great Lakes Region (North America) -- Fiction,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction"
14961,"Sentimental Tommy
The Story of His Boyhood",en,"Barrie, J. M. (James Matthew), 1860-1937",London (England) -- History -- 19th century -- Fiction,"Bestsellers, American, 1895-1923; Browsing: History - British; Browsing: Literature; Browsing: Fiction"
14962,Der Pilger Kamanita: Ein Legendenroman,de,"Gjellerup, Karl, 1857-1919",Gautama Buddha -- Fiction; Religious fiction; Buddhists -- Fiction,DE Prosa; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
14963,"The World As I Have Found It
Sequel to Incidents in the Life of a Blind Girl",en,"Day, Mary L., 1836-","Day, Mary L., 1836-; Blind -- Biography",Browsing: Biographies; Browsing: Sociology
14964,"From Canal Boy to President; Or, the Boyhood and Manhood of James A. Garfield",en,"Alger, Horatio, Jr., 1832-1899","Presidents -- United States -- Biography; Garfield, James A. (James Abram), 1831-1881 -- Childhood and youth",Children's Fiction; Browsing: Biographies; Browsing: Children & Young Adult Reading; Browsing: History - American
14965,"Punch, or the London Charivari, Volume 103, July 23, 1892",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14966,"Punch, or the London Charivari, Volume 152, March 7, 1917",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Humour
14967,A Gentleman Vagabond and Some Others,en,"Smith, Francis Hopkinson, 1838-1915",Short stories; United States -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14968,"The Standard Operas: Their Plots, Their Music, and Their Composers
(12th edition)",en,"Upton, George P. (George Putnam), 1834-1919","Operas -- Stories, plots, etc.",Opera; Browsing: Music; Browsing: Performing Arts/Film
14969,Three Contributions to the Theory of Sex,en,"Freud, Sigmund, 1856-1939; Brill, A. A. (Abraham Arden), 1874-1948 [Translator]",Sex,Psychology; Browsing: Gender & Sexuality Studies; Browsing: Psychiatry/Psychology; Browsing: Sociology
14970,Academica,en; la,"Cicero, Marcus Tullius, 107 BCE-44 BCE; Reid, James S. (James Smith), 1846-1926 [Editor]","Philosophy -- Early works to 1800; Knowledge, Theory of -- Early works to 1800",Classical Antiquity; Browsing: History - Ancient; Browsing: Literature; Browsing: Philosophy & Ethics
14971,History of Holland,en,"Edmundson, George, 1848-1930",Netherlands -- History,Children's History; Browsing: Children & Young Adult Reading; Browsing: History - European; Browsing: History - General
14972,"Sketches and Studies in Italy and Greece, First Series",en,"Symonds, John Addington, 1840-1893; Brown, Horatio Robert Forbes, 1854-1926 [Editor]",Italy -- Description and travel; Greece -- Description and travel,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography
14973,Essays on Wit No. 2,en,"Flecknoe, Richard, 1600?-1678? [Contributor]; Hooker, Edward Niles, -1957 [Author of introduction, etc.]; Warton, Joseph, 1722-1800 [Contributor]",Wit and humor,Browsing: Humour; Browsing: Literature
14974,"Punch, or the London Charivari, Volume 152, April 4, 1917",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14975,Southern Horrors: Lynch Law in All Its Phases,en,"Wells-Barnett, Ida B., 1862-1931",Lynching,Crime Nonfiction; African American Writers; Browsing: Crime/Mystery; Browsing: History - American; Browsing: Sociology
14976,"Mob Rule in New Orleans
Robert Charles and His Fight to Death, the Story of His Life, Burning Human Beings Alive, Other Lynching Statistics",en,"Wells-Barnett, Ida B., 1862-1931",Lynching,Crime Nonfiction; African American Writers; Browsing: Crime/Mystery; Browsing: History - American; Browsing: Sociology
14977,"The Red Record
Tabulated Statistics and Alleged Causes of Lynching in the United States",en,"Wells-Barnett, Ida B., 1862-1931",African Americans -- History -- 1877-1964; Lynching -- United States; Lynching -- United States -- Statistics,African American Writers; Crime Nonfiction; Browsing: Crime/Mystery; Browsing: History - American; Browsing: Sociology
14978,"A Village Ophelia, and Other Stories",en,"Aldrich, Anne Reeve, 1866-1892","Short stories, American; American fiction -- 19th century",Browsing: History - American; Browsing: Literature; Browsing: Fiction
14979,"Cape Cod and All the Pilgrim Land, June 1922,  Volume 6, Number 4
A Monthly Magazine Devoted to the Interests of Southeastern Massachusetts",en,"Various; Hall, Lemuel C., 1874- [Editor]",Cape Cod (Mass.),Browsing: History - American; Browsing: Travel & Geography
